[Chat Event] Time: 2026-07-19T08:34:07.402Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: [] | Content: บอกแวร์อย่าแพร่ม
[Chat Event] Time: 2026-07-19T09:38:00.813Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: @PEEACHAYA ทำไม
[Chat Event] Time: 2026-07-19T09:38:06.661Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: คอปตึง
[Chat Event] Time: 2026-07-19T09:38:13.340Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: @พี่พง มั่วเห้ไรกุไม่รุ้กุเลยถาม
[Chat Event] Time: 2026-07-19T09:38:23.208Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ปิดโดไหมครับ
[Chat Event] Time: 2026-07-19T09:38:43.960Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: มาดิ
[Chat Event] Time: 2026-07-19T09:38:48.958Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ขึ้น6ก่อนดิ
[Chat Event] Time: 2026-07-19T09:38:49.708Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: อยากเห็นps เซ็ตเต็ม คอม6 ที่ตึงสุด
[Chat Event] Time: 2026-07-19T09:38:50.627Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: แข่งไป2เกมส์3ใน5 PS-1 AS-1
[Chat Event] Time: 2026-07-19T09:38:53.774Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: 7-4
[Chat Event] Time: 2026-07-19T09:38:54.641Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: พี่โอมไฟติด
[Chat Event] Time: 2026-07-19T09:38:54.642Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ps
[Chat Event] Time: 2026-07-19T09:38:56.274Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ต้องมี7-6 แต่ไม่รู้ใครชนะ55
[Chat Event] Time: 2026-07-19T09:38:56.274Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: Psดิวะ
[Chat Event] Time: 2026-07-19T09:38:57.131Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ยิงดาวไปตั้งเยอะแต่ปิดไม่ได้
[Chat Event] Time: 2026-07-19T09:38:58.831Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ps
[Chat Event] Time: 2026-07-19T09:38:58.831Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: as ไหวนะ
[Chat Event] Time: 2026-07-19T09:39:00.486Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ชนะได้อะไร
[Chat Event] Time: 2026-07-19T09:39:02.140Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: แข่ง3/5 ตอนนี้1-1ครับ นี้คู่ชิง As-Ps แข่งที่เซนทรัลบางแคร์
[Chat Event] Time: 2026-07-19T09:39:03.826Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: อีเกิบบเข้า
[Chat Event] Time: 2026-07-19T09:39:04.706Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: 7-4
[Chat Event] Time: 2026-07-19T09:39:06.336Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: แข่งไป2เกมส์3ใน5 PS-1 AS-1
[Chat Event] Time: 2026-07-19T09:39:07.188Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: as ไหวนะ
[Chat Event] Time: 2026-07-19T09:39:07.189Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: 5-7มั้ยแบบนี้
[Chat Event] Time: 2026-07-19T09:39:08.030Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: 7-4
[Chat Event] Time: 2026-07-19T09:39:09.729Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ปิดสกินไหมครับ
[Chat Event] Time: 2026-07-19T09:39:10.558Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: PSดิว้าาาาาาา
[Chat Event] Time: 2026-07-19T09:39:10.559Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: as ไม่เห็นมีสกิลดึงไวเลย
[Chat Event] Time: 2026-07-19T09:39:10.559Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: PS ดีว่ะ
[Chat Event] Time: 2026-07-19T09:39:19.499Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: as ไหวนะ
[Chat Event] Time: 2026-07-19T09:39:19.499Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: พีเอสดิว่ะ
[Chat Event] Time: 2026-07-19T09:39:21.225Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ปิดโดเนทไหมครับ
[Chat Event] Time: 2026-07-19T09:39:24.555Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ชิงดำหรอ
[Chat Event] Time: 2026-07-19T09:39:26.201Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ไหวๆ
[Chat Event] Time: 2026-07-19T09:39:28.780Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ข้างหน้าใครอาทคุงหรอ
[Chat Event] Time: 2026-07-19T09:39:35.402Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ตอนท้ายอยากให้หัวแคลนชนกันครับ
[Chat Event] Time: 2026-07-19T09:39:44.563Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: เรือมายกรำPsดิ้วะะ
[Chat Event] Time: 2026-07-19T09:39:49.568Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: เรือมายกรำPsดิ้วะะ
[Chat Event] Time: 2026-07-19T09:39:55.340Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: อาทคุงหรอพี่ข้างหน้า
[Chat Event] Time: 2026-07-19T09:40:02.772Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: คุณโก้งานเม้ม
[Chat Event] Time: 2026-07-19T09:40:09.280Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: @jj ใช่
[Chat Event] Time: 2026-07-19T09:40:10.921Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: @jj ใช่
[Chat Event] Time: 2026-07-19T09:40:15.045Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: โหดจัด
[Chat Event] Time: 2026-07-19T09:40:32.417Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: แข่งไป2เกมส์3ใน5 PS-1 AS-1
[Chat Event] Time: 2026-07-19T09:40:37.213Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: สวย
[Chat Event] Time: 2026-07-19T09:40:37.214Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: สวยยยย
[Chat Event] Time: 2026-07-19T09:40:38.064Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: สวยย
[Chat Event] Time: 2026-07-19T09:40:38.894Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: สวย
[Chat Event] Time: 2026-07-19T09:40:39.727Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: สวยยย
[Chat Event] Time: 2026-07-19T09:40:40.499Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: โดนว่ะ
[Chat Event] Time: 2026-07-19T09:40:40.499Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: @ก้องล่า🎭
[Chat Event] Time: 2026-07-19T09:40:41.327Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: @ธนพัฒน์84z
[Chat Event] Time: 2026-07-19T09:40:41.327Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: สวยยย
[Chat Event] Time: 2026-07-19T09:40:42.122Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: สวยชิ
[Chat Event] Time: 2026-07-19T09:40:42.983Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ชิโหด
[Chat Event] Time: 2026-07-19T09:40:44.606Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: สวยย
[Chat Event] Time: 2026-07-19T09:40:44.606Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: มาเด้ๆๆๆๆ
[Chat Event] Time: 2026-07-19T09:40:44.606Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ชิน้อยจัดให้
[Chat Event] Time: 2026-07-19T09:40:45.426Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: สวยยยย
[Chat Event] Time: 2026-07-19T09:40:46.288Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: 7-4
[Chat Event] Time: 2026-07-19T09:40:47.101Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: อยากเห็นพี่กัสลง
[Chat Event] Time: 2026-07-19T09:40:47.101Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: มาาาเด้
[Chat Event] Time: 2026-07-19T09:40:47.102Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: 
[Chat Event] Time: 2026-07-19T09:40:47.874Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ps
[Chat Event] Time: 2026-07-19T09:40:48.751Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ชนะเถอะ
[Chat Event] Time: 2026-07-19T09:40:49.531Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: มาดิ ส
[Chat Event] Time: 2026-07-19T09:40:49.531Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: โอมเอาจัด
[Chat Event] Time: 2026-07-19T09:40:49.532Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: สวยๆ
[Chat Event] Time: 2026-07-19T09:40:49.532Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: สวยย
[Chat Event] Time: 2026-07-19T09:40:51.229Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: 5555
[Chat Event] Time: 2026-07-19T09:40:51.230Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: สุดยอดเลย
[Chat Event] Time: 2026-07-19T09:40:52.102Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: 7 4
[Chat Event] Time: 2026-07-19T09:40:52.103Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ชิน้อยตึงจัด
[Chat Event] Time: 2026-07-19T09:40:52.103Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: จบ
[Chat Event] Time: 2026-07-19T09:40:52.103Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: 7-4ไป
[Chat Event] Time: 2026-07-19T09:40:52.103Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: มาดิมาดิ
[Chat Event] Time: 2026-07-19T09:40:52.931Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ชนะแน่ๆ
[Chat Event] Time: 2026-07-19T09:40:55.437Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: สวย
[Chat Event] Time: 2026-07-19T09:40:55.438Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: มาดิ
[Chat Event] Time: 2026-07-19T09:40:56.282Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: อย่าไห้กูต้องล่างๆๆฟ
[Chat Event] Time: 2026-07-19T09:40:57.033Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: 7_4
[Chat Event] Time: 2026-07-19T09:40:57.834Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ps
[Chat Event] Time: 2026-07-19T09:40:57.835Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: Psดิว่ะ
[Chat Event] Time: 2026-07-19T09:40:59.445Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: สวยย
[Chat Event] Time: 2026-07-19T09:41:00.274Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ทำไมเทสดีจังอะ
[Chat Event] Time: 2026-07-19T09:41:01.074Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ps
[Chat Event] Time: 2026-07-19T09:41:01.075Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ps
[Chat Event] Time: 2026-07-19T09:41:02.718Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: PSดิว่ะ
[Chat Event] Time: 2026-07-19T09:41:02.718Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: 6-4ไป
[Chat Event] Time: 2026-07-19T09:41:03.545Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: 6-7
[Chat Event] Time: 2026-07-19T09:41:06.034Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: 7_4
[Chat Event] Time: 2026-07-19T09:41:06.035Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: สบายๆ
[Chat Event] Time: 2026-07-19T09:41:06.916Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: 7-4
[Chat Event] Time: 2026-07-19T09:41:06.916Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: มาดิๆ
[Chat Event] Time: 2026-07-19T09:41:06.917Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: Psดิวะ
[Chat Event] Time: 2026-07-19T09:41:07.701Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: 
[Chat Event] Time: 2026-07-19T09:41:08.568Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: จบๆๆ 7-4
[Chat Event] Time: 2026-07-19T09:41:08.568Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["eArUIm2OQoVz84KGAAAL","dAJ3KHIcA--RdRGsAAAM","zgR97aNnZGzX7a-yAAAN"] | Content: ชิน้อยดิวะ
